OYO ID,Review score,Customername,Date,review,Month,Week,AGM,City,display_category,False Positive,Date Addded,ota
ID_BAH004,5.7,Aulia R.,43803,"Air sering tidak nyala, terutama waktu siang, air panas rusak, receptionist kurang respon/tidak respon.",12,49,morissianipar.in@oyorooms.com,Banda Aceh,OYO Hotels,,43815,TraveLoka
ID_BAH004,8.5,muhammad f.,43801,"Bagus, bagus, bagus.",12,49,morissianipar.in@oyorooms.com,Banda Aceh,OYO Hotels,,43809,TraveLoka
ID_BAH005,8.5,isnandar m. l.,43818,Hotelnya bagus sesuai dengan harganya.,12,51,morissianipar.in@oyorooms.com,Banda Aceh,OYO Rooms,,43825,TraveLoka
ID_BAH005,5.1,Wahyu M. R.,43810,Sangat minim fasilitasnya. beda dengan kompetitor sejenis. Not recommended for next order.,12,50,morissianipar.in@oyorooms.com,Banda Aceh,OYO Rooms,,43825,TraveLoka
ID_BAH010,8.5,Gogik c.,43814,"Mantap kamarnya, luas dan nyaman.",12,51,morissianipar.in@oyorooms.com,Banda Aceh,OYO Hotels,,43825,TraveLoka
ID_BAH012,8.5,aulia h.,43811,"Minus sarapan pagi sekarang, selebihnya fine saja.",12,50,morissianipar.in@oyorooms.com,Banda Aceh,OYO Hotels,,43815,TraveLoka
ID_BAH012,5.1,Rahadi B. H.,43806,"Harga tidak sesuai, sarapan tidak tersedia namun harga kamar masih sama seperti dulu saat tersedia sarapan.",12,49,morissianipar.in@oyorooms.com,Banda Aceh,OYO Hotels,,43815,TraveLoka
ID_BAH012,9.7,Muhammad R. L.,43803,"Karyawan ramah, hotel berada di tempat yang sangat strategis di sekitar simpang lima, bisa berjalan kaki ke masjid raya baiturahman, kamar bersih, nyaman, dan fasilitas yang dijaga dengan baik oleh pemilik hotel.",12,49,morissianipar.in@oyorooms.com,Banda Aceh,OYO Hotels,,43815,TraveLoka
ID_BAH012,2,denny,43806,Bad service,12,49,morissianipar.in@oyorooms.com,Banda Aceh,OYO Hotels,,43808,Agoda
ID_BAH012,9.2,Wan,43802,"The location is great. It is walking distance to top Mi Acheh restaurant in Banda Acheh called Mie Razali (right of hotel) and it is also walking distance to Rex (usually open for business in the evening), where we ate Sate Matang.
 WiFi was great but we had water problems the next day. Other than that, great!",12,49,morissianipar.in@oyorooms.com,Banda Aceh,OYO Hotels,,43808,Agoda
ID_BAH013,8.4,nazrul,43803,Bersih..luas room ... only not provided a towel to check out,12,49,morissianipar.in@oyorooms.com,Banda Aceh,OYO Hotels,,43808,Agoda
ID_BAH014,3.6,Naimullah,43802,Jika dibanding dg produk sebelah yg inisial RD masih jauh karna di RD menawarkan harga yg lebih murah dg fasilitas lebih komplit drpd OYO. Saya bisa rekomendasikan hotel ini dengan S&K yaitu jika memang hotel ini menawarkan harga termurah drpd hotel yg lain.,12,49,morissianipar.in@oyorooms.com,Banda Aceh,SPOT ON,,43817,Agoda
ID_BDG001,8.5,rini p.,43825,"Nyaman, suasana juga enak dan bagus. Kapan-kapan kalau mau ke Bandung lagi boleh deh menginap di sini lagi 😊",12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,6,Achmad R.,43825,"Pelayanan kurang ramah, dan penginapan harus pakai deposit. Padahal kita cuma transit. Letaknya agak jauh ke dalam dalam gitu dan agak susah ditemukan.",12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,6.1,Ferizsa H.,43825,"Pelayanannya kurang memuaskan, fasilitasnya juga kurang. Kalau ingin air panas harus ambil ke atas ketempat receptionist tidak tersedia di kamar.",12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,5.6,Flora A.,43824,"Kamar berisik, semua yang kamar sebelah ngomong kedengaran sampai gw teriakain woi berisik, dan masih saja teriak-teriak, air panas tidak nyala, Bunyi tangga orang turun naik ganggu sekali. so dissapointed. lokasi juga biasa saja. Will not come back for sure.",12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,6.2,Fakih A. N.,43823,"Handuk tidak dipersiapkan sejak awal, baru dapat setelah kita telpon front office, Kamar mandi tidak punya gantungan baju/handuk sangat merepotkan juga tempat sampah tidak ada. Untuk bintang dua harusnya tidak gini-nini amat.",12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,9.4,Dini K.,43823,"Out of my expectation banget sih nih penginapan. Kamarnya bersih dan wangi juga luas, tidak bau rokok, kamar mandi juga oke, dan ada kolam kecil untuk mainan anak, jadi bisa untuk bawa family. Udara juga masih dingin, tapi sayang tidak ada makanannya. Sudah harus nyari keluar kalau makan. But overall puas, karena layanannya juga fast respond. laporan air panas tidak jalan, Petugasnya tidak lama langsung datangkan kamar buat ngecek.",12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,9.4,Diwangkoro K.,43819,"Air panas nyala, kamar bersih, fasilitas oke, kekurangan hanya satu, pintu kamar tidak kedap suara.",12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,8.5,Fiska Y.,43817,"Good for rest, dengan harga yang lumayan cheap.",12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,8.5,Alvaro W.,43817,picture review,12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,9.7,Ridhatul A.,43813,"Bersih, nyaman, tempatnya strategis, recommended.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG001,6,Iranita w. r. s.,43813,"Terlalu masuk hotelnya, bikin bingung, seperti kamar kos-kosan.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG001,9.7,Tarekh K. D.,43811,"Kamar oke, sesuai dengan speknya. Harga murah. Pelayanan mantap.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG001,9.7,M J R.,43810,Oke baik tempatnya hanya tidak ada makan paginya sangat disayangkan.,12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG001,4.8,Elmi P.,43809,Room is very dirty! I found 6 bed flea in the middle of the night which caused me itchy for whole day. Feel like I paid for a shag instead of a hotel.,12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG001,9.4,R e i. n. a. r. d. o.,43809,"Overall cukup nyaman, pelayanan memuaskan dan ramah. Namun wi-fi rasanya percuma karena koneksinya tidak sampai di kamar lantai dasar/kamar C.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG001,8.5,Indah D.,43808,Hotel pas untuk liburan keluarga yang lebih banyak menghabiskan waktu di luar untuk jalan-jalan. Ada kolam renang kecil untuk anak-anak yang hanya isang ingin main air saja. Simpel dan cukup nyaman untuk bermalam.,12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG001,9.4,Yogi F. F.,43808,"Tempat terbaik bagi kalian yang ingin merasakan ketenangan dan kesejukan kota Bandung. Berada di kawasan perumahan tetapi tidak terlalu jauh dari tempat menarik seperti Dago, Bukit Pakar, Gedung Sate, Museum Geologi, ITB dan Jl. Riau. Kondisi kamar cukup nyaman dengan fasilitas ac dan saluran tv kabel. Disediakan juga perlengkapan mandi serta air panas namun kamar mandi berukuran kecil. Proses check in cepat, staff ramah dan kondisi kamar maupun lingkungan hotel bersih.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG001,6,Qonitia A.,43807,"Hotel ini tidak berada di lokasi yang strategis, saya sendiri tidak merekomendasikan menginap disini ketika musim hujan karena cukup tricky. Pelayanan sangat ramah dan helpfulness. Tidak disediakan kopi/teh dan teko listrik pemanas air. Tidak ada cafe atau resto di hotel. Jika membawa balita akan sangat kesulitan. Hanya nyaman untuk tempat beristirahat karena tempatnya tenang, jauh dari jalan utama. Parkirannya nyaman, terlindungi dari panas hujan, dan ada cctv. Semoga Dago Hill Hotel bisa menambah fasilitas dan meningkatkan kualitas interior utama dalam kamar.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG001,6.3,ARDIKA W. P.,43803,"The staff is friendly, there a swimming pool but, it's to dirty, the bed is not clean at all, so many red blood mark on my blanket. The AC is not working fine also the TV cant be turned on. The bathroom is clean.",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG001,8.4,Arnold B.,43803,"Average menyenangkan, hanya beberapa hal yang perlu ditingkatkan al: 1. pintu kamar mandi tidak bisa ditutup. 2. pesan makanan harus melalui grabfood, karena breakfast tidak disediakan, dan itupun harus kita yang ambil ke lobby.",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43805,TraveLoka
ID_BDG001,8.5,Rebirth B.,43802,"Bersih, nyaman, lengkap, ramah, adem, tempatnya enak.",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43811,TraveLoka
ID_BDG001,8.5,Nadiyya H. P.,43802,picture review,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43811,TraveLoka
ID_BDG001,9.1,Widya N. F. F,43802,"Tempatnya bagus, kamarnya juga enak, cuma sayang awalnya dapat yang lembab kamarnya terus minta ganti.",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43811,TraveLoka
ID_BDG001,6.2,Arfan A.,43801,Fasilitas kamar mandinya perlu diperbaiki.,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43805,TraveLoka
ID_BDG001,8.4,Steven,43810,It's very secluded. But comfortable beds. For the price of this hour is already included cheap and worthed. The bathroom was okay. Only less silencers in the wall because of the noise from outside the room Laina dri tau could be heard and hard.,12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43829,Agoda
ID_BDG001,10,Selly,43809,"Already 4x stay here and always feel satisfied, but yesterday I was one book that even usually booking distinguished deluxe standard, but still cozy why the difference is no balcony only, minus the swimming pool every nginep aja can not be used",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43829,Agoda
ID_BDG005,8.5,Ria F.,43811,Senang menginap di sini dekat dari tempat yang dituju.,12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG005,9.7,defmy y.,43807,"Kamarnya sangat cozy, tapi sayang pintu kamar mandinya kadang tidak bisa ditutup, tapi tidak apa-apa.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG005,9.6,Jane,43822,"They give you tea/coffee for free, if you ask them.",12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43823,Agoda
ID_BDG005,7.6,Steven,43810,"Beds nice and comfortable. Tv is also okay, towels smell of cigarettes. Toilet The toilet needs to be fixed because the cover is cracked. No hot water have to wait long cuman coming out.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43829,Agoda
ID_BDG006,8.5,arie d. a.,43814,picture review,12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG006,10,Muhamad,43800,~,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43808,Agoda
ID_BDG006,4.8,RENDI,43800,"U / cleanliness is less bgt, sofas, bedding mattresses, dirty floors bgt BYK bekas2 stuck gk ilang gimn GTU, u terms of price okay la, Dr. terms of nice scenery, in terms of bathroom okay, just the towels were also dirty, u / his staff kurg bgt, hopefully it can be noticed again its cleanliness, TQ",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43809,Agoda
ID_BDG006,6.4,Handreas,43808,Kosan daily rent,12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43823,Agoda
ID_BDG008,5.2,ni putu a. p.,43825,"Ruangan tidak bersih, seperti lama tidak diurus, dan bau tikus. Air panas hanya bisa digunakan ketika sepi (malam atau subuh), setelah itu tidak akan kebagian air panas. Pesan 2 kamar, tapi 1 kamar sangat sempit dan tidak ada cahaya/jendel seperti kamar yg satunya. Nilai plus hanya dekat dengan destinasi wisata dan banyak opsi makanan di depan penginapan.",12,52,yandhieputra.in@oyorooms.com,Kabupaten Bandung Barat,OYO Hotels,,43833,TraveLoka
ID_BDG008,8.5,Budy H.,43803,Bersih nyaman 👍 Untuk harga segitu oke lah 😁 Ada dispenser juga. Walau itu di luar. Jadi bisa bikin kopi sendiri 🤗😇,12,49,yandhieputra.in@oyorooms.com,Kabupaten Bandung Barat,OYO Hotels,,43811,TraveLoka
ID_BDG012,8.5,Oki H.,43826,Good place with affordable price,12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG012,6.7,Asyifa A.,43825,"Stafnya ramah, saya pesen 2 room deluxe tapi room yg satu acnya panas, yg satunya lagi double bed digabung jadi satu😠 gadapet sendal ! WC-nya kurang bersih, lantainya WC-nya mudah terkelupas😩 parkirannya luas aman ada cctv",12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG012,6,Lastiyah,43824,"Wastafel mampet, hotel bau dan tidak terawat.",12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG012,9.7,Iman k.,43822,Bersih dan nyaman tapi kalau lebih baik lagi ada kamar smokingnya.,12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG012,9.7,Zhelvie Z. S.,43816,"Ceritanya mau kasih surpise anniv dengan menyewa party planner, hasilnya bagus aku suka. Dan setelah 2 hari kita mau check-out ternyata bucket bunganya ketinggalan dan isi kamar berantakan karena taburan bunga-bunga itu. Saya coba hubungi managernya untuk dicarikan si bucket yang tertinggal, Sebelamnya dia bilang sudah tidak ada enak pas kebesokan harinya diabarkan lagi kalau bungannya sudah ketemu. Aha senang banget dengarnya. Sebegitunya beliau membantu saya untuk mencarinya. Dan untuk karyawannya pun sangat ramah baik dan jujur. Pernah charger Hp ketinggalan ampun dikembalikan. Uda lah fixi aku jatuh cinta sama hotel ini. Nyaman juga dan bersih. One of the best hotels in Bandung👏🏻😍👍🏻",12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG012,8.5,Zhelvie Z. S.,43816,picture review,12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG012,8.8,Trn V.,43809,Good enough with this price :),12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43811,TraveLoka
ID_BDG012,5.1,sansan s.,43809,Di kasur banyak semut jadi tidak nyaman di tidurinya permintaan awal double bed tapi dikasihnya twin bed digabungin.,12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG012,8.5,shahdi,43809,"Asik, cuma tidak ada yang bisa smoking.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG012,9.7,Fergie A.,43808,"Tempatnya bersih, air hangat dan lift tersedia, harganya juga murah.",12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG012,6,Sugiyo P.,43806,"1. air untuk mandi (shower) sangat kecil outputnya. 2.. Tidak tersedia air panas untuk minum, harus ambil sendiri ke dining room. Mungkin bisa disediakan water boiler pot dalam setiap kamar.",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG012,9.4,ikhwannul s.,43801,Hotelnya nyaman cuma disayangkan sprei dan anduknya kotor.,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43811,TraveLoka
ID_BDG012,8.8,Fikriah,43802,For rooms less clean nyaaman tp kamrmandinya.agak bit and to make tea spoon gaa no jd difficult to make a drink,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43819,Agoda
ID_BDG012,5.2,Iman,43800,strategic location and competitively priced less fit affection hygiene quality incoming dirty linen washed dan.staff rich ga her bitchy bkin disappointed because this kan.bisnis please diperbaiki.lah klo services. jlek ga bkalan there who want strict tablets of competition bnyak Klo Klah dlm.bersaing competitors will be left please improved aja,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43810,Agoda
ID_BDG012,10,Tuti,43830,Recommended,12,53,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43832,Agoda
ID_BDG012,8,Helda,43829,goodly,12,53,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43832,Agoda
ID_BDG015,8.7,Fakhri P. H.,43820,Kebersihan harus jadi concern.,12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Rooms,,43833,TraveLoka
ID_BDG015,9.7,Muhammad Y.,43819,"Hotel ini sempurna, keluarga saya sangat senang bisa menginap di hotel ini, bahkan mereka bilang ingin menginap lagi di hotel ini jika berkunjung ke kota bandung. Dengan harga yang sangat murah, kamar yang luas dan bersih, ac dan air panas yang mantap. Menjadikan hotel ini pilihan terbaik untuk keluarga saya.",12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Rooms,,43833,TraveLoka
ID_BDG015,6.2,Aisyah N. A.,43816,"I like the wide bedroom. However, it has poor bathroom maintenance.",12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Rooms,,43833,TraveLoka
ID_BDG017,6,Furqan D.,43814,"AC kurang dingin, kamarnya sempit, dan bergabung dengan bisnis kecantikan, jadi susah dilihat kalau itu hotel.",12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG017,9.4,Anton,43806,picture review,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43811,TraveLoka
ID_BDG017,6,Vika V. O. R.,43805,AC bocor tidak diperbaiki dan tidak bisa pindah kamar karena alasan kamar penuh.,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG017,8.4,Latifah,43830,easy to get local food and transportation,12,53,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43832,Agoda
ID_BDG018,9.1,Bakti T. S.,43815,"Cocok untuk backpacker yang ingin dekat dengan pusat kota bandung seperti alun² kota bandung, jalan braga dan masih banyak lagi. Sayang untuk area parkir kurang luas. tapi sudah cocok dengan harga yang di dapat.",12,51,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43833,TraveLoka
ID_BDG018,9.1,Anugrah N. P.,43810,Hotel ini lumayan dekat dengan alun alun di tengah kota. Untuk kamar yang standar bisa di bilang ukurannya luas. Ada air panasnya. staffnya ramah. Kamarnya bersih walaupun kamar lembab ada bau tapi ada pewangi di dalam kamar. Puas sekelas sepertinya akan kembali lagi kalau liburan.,12,50,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG018,6.5,Aam A.,43804,"Tempat strategis, pelayanan cepat, fasilitas sesuai, Cuma kurang di selimut sama sprei yang kurang layak seperti tidak sering di ganti ada kotornya jadi kurang nyaman. Harus lebih diperhatikan lagi fasilitasnya biar pengunjung nyaman.",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43818,TraveLoka
ID_BDG018,4.8,Dosmauli S.,43801,"Pelayanannya kurang ramah, tidak ada handuk, untuk tempat tidurnya juga kurang bersih selimutnya.",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43811,TraveLoka
ID_BDG018,8.5,edi g.,43801,"Dekat dari Alun-alun Bandung, penjual makanan di sekitar banyak.",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43811,TraveLoka
ID_BDG018,6,Hesti,43806,Ny cold bath water shortage,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43808,Agoda
ID_BDG018,3.2,Rusmani,43825,Toilet towel change in color bed spread changed color bed spring poking body blanket only 30% value,12,52,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43826,Agoda
ID_BDG018,8.8,Usman,43805,"Sip ok ,, nice comfortable",12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43808,Agoda
ID_BDG018,8.8,Usman,43802,Lokasi sangat strategis,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43817,Agoda
ID_BDG018,9.6,Usman,43800,Ok and comfortable,12,49,yandhieputra.in@oyorooms.com,Bandung,OYO Hotels,,43808,Agoda
ID_BDG019,9.7,Dian R.,43814,"Hotel ini letaknya sangat strategis sekali, jadi tidak susah mencarinya. Pada saat tiba pun kita di sambut dengan suasana homey yang nyaman banget, tempatnya yang luas, dan taman yang bikin sejuk mata memandang, bikin betah. Begitupun saat tiba di kamar, kamar yang bersih dan besar membuat tidak sabar untuk langsung beristirahat, recommended banget deh hotel ini. Kalau ada kesempatan untuk datang kembali, kami pasti akan kembali menginap disini. sukses ya buat hotel topas.",12,51,yandhieputra.in@oyorooms.com,Bandung,Capital O,,43818,TraveLoka
ID_BDG019,5.9,Andri M.,43812,"Maaf sebelumnya, ketika saya menginap di topas galeria hotel, saya harus pindah kamar sebanyak 3 kali, Dua kamar di awal saya menjumpai tempat tidur yang tidak dirapikan bagian dalamnya, hanya terlihat rapi di bagian atas, Sementara bagian dalam sangat berantakan, kotor, masih ada rambut dan sprey terlihat sekali kotor dan tidak dicuci. itu terjadi di dua kamar. Kamar ketiga cukup bersih. karena susah capek pindah ya saya terima saja. Ketika mandi, dipertengahan airnya berubah coklat, kotor. Tapi senang petugas hotelnya responnya cepat dan baik.",12,50,yandhieputra.in@oyorooms.com,Bandung,Capital O,,43818,TraveLoka
ID_BDG019,6.1,Avrinda P. K.,43810,"Kamar mandi kurang bersih, bau, tidak ada pengharum. Butuh beberapa renovasi untuk kamarnya mungkin pengecatan ulang, perbaharui lemari, agar tidak terkesan hotel jadul. Untuk service good.",12,50,yandhieputra.in@oyorooms.com,Bandung,Capital O,,43818,TraveLoka
ID_BDG019,6.1,Mohammad I.,43810,"Perlu ditingkatkan lagi pelayanan, upgrade room dan kebersihan hotelnya. Itu aja",12,50,yandhieputra.in@oyorooms.com,Bandung,Capital O,,43818,TraveLoka
ID_BDG019,8.5,Tikki M.,43809,The room was spacious although a bit outdated. There’s a bath tub in the room which was a super plus side for the children.,12,50,yandhieputra.in@oyorooms.com,Bandung,Capital O,,43818,TraveLoka
ID_BDG019,8.5,Narimo N.,43808,"Hotel dengan suasana yang nyaman dan bersih, kolam renangnya juga oke walau kecil.",12,50,yandhieputra.in@oyorooms.com,Bandung,Capital O,,43818,TraveLoka
ID_BDG019,6,Aska A.,43808,"Saya gak suka sama pelayanan restaurant nya apalagi yg nganter2 pesenan tamu ke kamar2, gak ada senyum2 nya, kamar nya jg banyak semut , lemari nya bolong2, di kamar mandi ada kecoa, ac nya kurang dingin, gak recommend deh saya kecewa",12,50,yandhieputra.in@oyorooms.com,Bandung,Capital O,,43818,TraveLoka
ID_BDG019,5.8,Erkin I. T.,43807,The room was very dirty and smelly.,12,50,yandhieputra.in@oyorooms.com,Bandung,Capital O,,43818,TraveLoka
